GENE_SYMBOL	GENE_NAME	MODEL_ID	ENTREZ_ID	XB_GENE_ID
LOC116406786	protein kinase C delta type-like	XBXT10g028192	116406786	29091987
LOC116406787	olfactory receptor 1361-like	XBXT10g020028	116406787	29091991
LOC116406788	olfactory receptor 1L6-like	XBXT10g022728	116406788	29091995
LOC116406789	uncharacterized protein YMR317W-like	XBXT10g029474	116406789	29091999
LOC116406790	mucin-5B-like	XBXT10g024311	116406790	29092003
LOC116406791	biliverdin reductase B	XBXT10g001631	116406791	29092007
LOC116406792	zinc finger CCHC domain-containing protein 12-like	XBXT10g026366	116406792	29092011
LOC116406793	olfactory receptor 11L1-like	XBXT10g012519	116406793	29092015
LOC116406794	olfactory receptor 11A1-like	XBXT10g021409	116406794	29092019
LOC116406795	olfactory receptor 490-like	XBXT10g025025	116406795	29092023
LOC116406796	olfactory receptor 226-like	XBXT10g022937	116406796	29092027
LOC116406797	olfactory receptor 6B1-like	XBXT10g024312	116406797	29092031
LOC116406798	vomeronasal type-2 receptor 26-like	XBXT10g022244	116406798	29092035
LOC116406799	vomeronasal type-2 receptor 26-like	XBXT10g026355	116406799	29092039
LOC116406800	olfactory receptor 154-like	XBXT10g022634	116406800	29092043
LOC116406801	vomeronasal type-2 receptor 26-like	XBXT10g020495	116406801	29092047
LOC116406804	olfactory receptor 8I2-like	XBXT10g008746	116406804	29092051
LOC116406805	olfactory receptor 6Y1-like	XBXT10g012364	116406805	29092055
LOC116406806	olfactory receptor 8I2-like	XBXT10g009966	116406806	29092059
LOC116406807	olfactory receptor 6Y1-like	XBXT10g007924	116406807	29092063
LOC116406808	olfactory receptor 1G1-like	XBXT10g004229	116406808	29092067
LOC116406809	olfactory receptor 6M1-like	XBXT10g027087	116406809	29092071
LOC116406810	olfactory receptor 6Y1-like	XBXT10g000010	116406810	29092075
LOC116406811	olfactory receptor 8U1-like	XBXT10g004432	116406811	29092079
LOC116406812	olfactory receptor 8U1-like	XBXT10g011766	116406812	29092083
LOC116406813	olfactory receptor 146-like	XBXT10g018950	116406813	29092087
LOC116406814	olfactory receptor 1G1-like	XBXT10g006538	116406814	29092091
LOC116406815	olfactory receptor 8U1-like	XBXT10g012933	116406815	29092095
LOC116406816	olfactory receptor 1Q1-like	XBXT10g018832	116406816	29092099
LOC116406817	vomeronasal type-2 receptor 26-like	XBXT10g028817	116406817	29092103
LOC116406818	vomeronasal type-2 receptor 26-like	XBXT10g021276	116406818	29092107
LOC116406819	vomeronasal type-2 receptor 26-like	XBXT10g024574	116406819	29092111
LOC116406821	vomeronasal type-2 receptor 26-like	XBXT10g025489	116406821	29092115
LOC116406822	antigen WC1.1-like	XBXT10g026167	116406822	29092119
LOC116406823	vomeronasal type-2 receptor 26-like	XBXT10g021187	116406823	29092123
LOC116406824	vomeronasal type-2 receptor 26-like	XBXT10g022308	116406824	29092127
LOC116406825	extracellular calcium-sensing receptor-like	XBXT10g024402	116406825	29092131
LOC116406826	vomeronasal type-2 receptor 26-like	XBXT10g025290	116406826	29092135
LOC116406827	extracellular calcium-sensing receptor-like	XBXT10g027269	116406827	29092139
LOC116406828	vomeronasal type-2 receptor 26-like	XBXT10g028417	116406828	29092143
LOC116406829	vomeronasal type-2 receptor 26-like	XBXT10g023437	116406829	29092147
LOC116406830	olfactory receptor 5V1-like	XBXT10g015789	116406830	29092151
LOC116406831	olfactory receptor 11L1-like	XBXT10g007755	116406831	29092155
LOC116406832	olfactory receptor 6N2-like	XBXT10g012767	116406832	29092159
LOC116406833	olfactory receptor 24-like	XBXT10g024684	116406833	29092163
LOC116406834	olfactory receptor 6N2-like	XBXT10g015487	116406834	29092167
LOC116406835	serine/threonine-protein kinase N1-like	XBXT10g025024	116406835	29092171
LOC116406836	fibroin heavy chain-like	XBXT10g028765	116406836	29092175
LOC116406837	olfactory receptor 5B21-like	XBXT10g011127	116406837	29092179
LOC116406838	olfactory receptor 5B21-like	XBXT10g009302	116406838	29092183
LOC116406839	olfactory receptor 5B21-like	XBXT10g018814	116406839	29092187
LOC116406840	olfactory receptor 5V1-like	XBXT10g024637	116406840	29092191
LOC116406841	olfactory receptor 5B21-like	XBXT10g026127	116406841	29092195
LOC116406842	olfactory receptor 1019-like	XBXT10g019026	116406842	29092199
LOC116406843	olfactory receptor 5G3-like	XBXT10g022085	116406843	29092203
LOC116406844	olfactory receptor 1019-like	XBXT10g003006	116406844	29092207
LOC116406845	uncharacterized LOC116406845	XBXT10g025986	116406845	29092211
LOC116406846	uncharacterized LOC116406846	XBXT10g028737	116406846	29092215
LOC116406847	uncharacterized LOC116406847	XBXT10g020719	116406847	29092219
LOC116406848	SLAM family member 5-like	XBXT10g026181	116406848	29092223
LOC116406849	SLAM family member 8-like	XBXT10g028940	116406849	29092227
LOC116406850	uncharacterized LOC116406850	XBXT10g023441	116406850	29092231
LOC116406851	T-lymphocyte surface antigen Ly-9-like	XBXT10g020543	116406851	29092235
LOC116406853	Fc receptor-like protein 5	XBXT10g026011	116406853	29092239
LOC116406854	Fc receptor-like protein 5	XBXT10g026894	116406854	29092243
LOC116406855	high affinity immunoglobulin gamma Fc receptor I-like	XBXT10g029483	116406855	29092247
LOC116406856	myelin-oligodendrocyte glycoprotein-like	XBXT10g009726	116406856	29092251
LOC116406857	uncharacterized LOC116406857	XBXT10g024101	116406857	29092255
LOC116406858	high affinity immunoglobulin gamma Fc receptor I-like	XBXT10g025334	116406858	29092259
LOC116406859	Fc receptor-like protein 2	XBXT10g028245	116406859	29092263
LOC116406860	Fc receptor-like protein 3	XBXT10g026763	116406860	29092267
LOC116406861	butyrophilin subfamily 3 member A3-like	XBXT10g024032	116406861	29092271
LOC116406862	tripartite motif-containing protein 12A-like	XBXT10g008137	116406862	29092275
LOC116406863	phospholipase A and acyltransferase 4-like	XBXT10g029507	116406863	29092279
LOC116406864	uncharacterized LOC116406864	XBXT10g024068	116406864	29092283
LOC116406865	tropomyosin alpha-3 chain-like	XBXT10g021427	116406865	29092287
LOC116406866	titin-like	XBXT10g029560	116406866	29092291
LOC116406868	proline-rich protein 2-like	XBXT10g022764	116406868	29092295
LOC116406870	collagen alpha-1(I) chain-like	XBXT10g026098	116406870	29092299
LOC116406871	chondroitin sulfate glucuronyltransferase-like	XBXT10g023817	116406871	29092303
LOC116406872	zinc finger protein 3 homolog	XBXT10g023087	116406872	29092307
LOC116406873	protein kinase C delta type-like	XBXT10g017849	116406873	29092311
LOC116406874	protein kinase C delta type-like	XBXT10g027486	116406874	29092315
LOC116406875	protein kinase C theta type-like	XBXT10g024904	116406875	29092319
LOC116406879	kelch-like protein 9	XBXT10g004479	116406879	29092323
LOC116406883	uncharacterized LOC116406883	XBXT10g010555	116406883	29092327
LOC116406886	ras-associated and pleckstrin homology domains-containing protein 1-like	XBXT10g029527	116406886	29092331
LOC116406887	RING finger protein 223-like	XBXT10g026883	116406887	29092335
LOC116406888	nudix hydrolase 20, chloroplastic-like	XBXT10g002256	116406888	29092339
LOC116406890	uncharacterized LOC116406890	XBXT10g026936	116406890	29092343
LOC116406892	protein PELPK1-like	XBXT10g021683	116406892	29092347
LOC116406897	uncharacterized LOC116406897	XBXT10g015323	116406897	29092351
LOC116406899	uncharacterized LOC116406899	XBXT10g005237	116406899	29092355
LOC116406900	uncharacterized LOC116406900	XBXT10g025749	116406900	29092359
LOC116406901	uncharacterized LOC116406901	XBXT10g022867	116406901	29092363
LOC116406903	liver-expressed antimicrobial peptide 2-like	XBXT10g023928	116406903	29092367
LOC116406908	uncharacterized LOC116406908	XBXT10g003987	116406908	29092371
LOC116406912	uncharacterized LOC116406912	XBXT10g023307	116406912	29092375
LOC116406915	mucin-3A-like	XBXT10g028536	116406915	29092379
LOC116406930	trichohyalin-like	XBXT10g013394	116406930	29092383
LOC116406931	carbohydrate sulfotransferase 9-like	XBXT10g019181	116406931	29092387
LOC116406936	lymphocyte antigen 6 complex locus protein G6d-like	XBXT10g015061	116406936	29092391
LOC116406937	A-kinase anchor protein 17B	XBXT10g003247	116406937	29092395
LOC116406939	uncharacterized LOC116406939	XBXT10g026445	116406939	29092399
LOC116406940	E3 ubiquitin-protein ligase TRIM47-like	XBXT10g013011	116406940	29092403
LOC116406942	serine/threonine-protein kinase N2-like	XBXT10g028728	116406942	29092407
LOC116406948	uncharacterized LOC116406948	XBXT10g024931	116406948	29092411
LOC116406949	putative uncharacterized protein DDB_G0279653	XBXT10g006303	116406949	29092415
LOC116406950	uncharacterized LOC116406950	XBXT10g008148	116406950	29092419
LOC116406952	uncharacterized LOC116406952	XBXT10g025911	116406952	29092423
LOC116406954	zinc finger CCHC domain-containing protein 3-like	XBXT10g025952	116406954	29092427
LOC116406955	galectin-3-like	XBXT10g001394	116406955	29092431
LOC116406956	myoD family inhibitor-like	XBXT10g023645	116406956	29092435
LOC116406957	paraneoplastic antigen Ma2-like	XBXT10g020172	116406957	29092439
LOC116406960	RAC-alpha serine/threonine-protein kinase-like	XBXT10g024893	116406960	29092443
LOC116406961	protein kinase C delta type-like	XBXT10g023418	116406961	29092447
LOC116406964	serine/threonine-protein kinase mig-15-like	XBXT10g026216	116406964	29092451
LOC116406965	serine/threonine-protein kinase mig-15-like	XBXT10g012922	116406965	29092455
LOC116406966	serine/threonine-protein kinase mig-15-like	XBXT10g022069	116406966	29092459
LOC116406967	serine/threonine-protein kinase mig-15-like	XBXT10g027743	116406967	29092463
LOC116406968	serine/threonine-protein kinase mig-15-like	XBXT10g025132	116406968	29092467
LOC116406969	serine/threonine-protein kinase mig-15-like	XBXT10g023519	116406969	29092471
LOC116406970	serine/threonine-protein kinase mig-15-like	XBXT10g008964	116406970	29092475
LOC116406971	serine/threonine-protein kinase mig-15-like	XBXT10g026532	116406971	29092479
LOC116406972	serine/threonine-protein kinase dst4-like	XBXT10g029206	116406972	29092483
LOC116406975	serine/threonine-protein kinase mig-15-like	XBXT10g023168	116406975	29092487
LOC116406976	lysine-specific demethylase 5A-like	XBXT10g013870	116406976	29092491
LOC116406977	lysine-specific demethylase 5A-like	XBXT10g024504	116406977	29092495
LOC116406978	lysine-specific demethylase 5A-like	XBXT10g009236	116406978	29092499
LOC116406979	coiled-coil domain-containing protein 77-like	XBXT10g006316	116406979	29092503
LOC116406980	serine/threonine-protein kinase dst4-like	XBXT10g028258	116406980	29092507
LOC116406981	lysine-specific demethylase 5A-like	XBXT10g014499	116406981	29092511
LOC116406982	lysine-specific demethylase 5A-like	XBXT10g012813	116406982	29092515
LOC116406983	nuclear receptor-interacting protein 3-like	XBXT10g025940	116406983	29092519
LOC116406987	lysine-specific demethylase 5A-like	XBXT10g007553	116406987	29092523
LOC116406988	coiled-coil domain-containing protein 77-like	XBXT10g001010	116406988	29092527
LOC116406989	coiled-coil domain-containing protein 77-like	XBXT10g010525	116406989	29092531
LOC116406990	coiled-coil domain-containing protein 77-like	XBXT10g029292	116406990	29092535
LOC116406991	lysine-specific demethylase 5A-like	XBXT10g022558	116406991	29092539
LOC116406992	coiled-coil domain-containing protein 77-like	XBXT10g002294	116406992	29092543
LOC116406993	coiled-coil domain-containing protein 77-like	XBXT10g027073	116406993	29092547
LOC116407051	uncharacterized LOC116407051	XBXT10g004332	116407051	29092551
LOC116407052	SLAM family member 9-like	XBXT10g006650	116407052	29092555
LOC116407054	protein kinase C delta type-like	XBXT10g023285	116407054	29092559
LOC116407060	lysozyme C-1-like	XBXT10g013084	116407060	29092563
LOC116407061	transcription factor LBX1-like	XBXT10g011870	116407061	29092567
LOC116407063	cyclin-O protein B-like	XBXT10g029158	116407063	29092571
LOC116407067	N-terminal Xaa-Pro-Lys N-methyltransferase 1-like	XBXT10g018154	116407067	29092575
LOC116407070	Fc receptor-like A	XBXT10g024789	116407070	29092579
LOC116407071	extracellular calcium-sensing receptor-like	XBXT10g009657	116407071	29092583
LOC116407073	SLAM family member 9-like	XBXT10g012962	116407073	29092587
LOC116407075	zinc finger CCHC domain-containing protein 3-like	XBXT10g026514	116407075	29092591
LOC116407076	uncharacterized LOC116407076	XBXT10g020816	116407076	29092595
LOC116407079	uncharacterized LOC116407079	XBXT10g022089	116407079	29092599
LOC116407080	protein kinase C theta type-like	XBXT10g015031	116407080	29092603
LOC116407499	serine/threonine-protein kinase N1-like	XBXT10g025089	116407499	29092607
LOC116407504	E3 ubiquitin/ISG15 ligase TRIM25-like	XBXT10g002493	116407504	29092611
LOC116407505	serine/threonine-protein kinase N2-like	XBXT10g012525	116407505	29092615
LOC116407512	putative protein kinase C delta type homolog	XBXT10g024472	116407512	29092619
LOC116407519	uncharacterized LOC116407519	XBXT10g027018	116407519	29092623
LOC116407520	protein kinase C theta type-like	XBXT10g018366	116407520	29092627
LOC116407527	uncharacterized LOC116407527	XBXT10g004903	116407527	29092631
LOC116407528	uncharacterized LOC116407528	XBXT10g028778	116407528	29092635
LOC116407532	sprT-like domain-containing protein Spartan	XBXT10g026020	116407532	29092639
LOC116407533	sprT-like domain-containing protein Spartan	XBXT10g008194	116407533	29092643
LOC116407534	sprT-like domain-containing protein Spartan	XBXT10g028077	116407534	29092647
LOC116407540	taste receptor type 2 member 41-like	XBXT10g024929	116407540	29092651
LOC116407542	uncharacterized LOC116407542	XBXT10g023366	116407542	29092655
LOC116407545	sulfotransferase 1C2-like	XBXT10g026637	116407545	29092659
LOC116407546	sulfotransferase 1C2-like	XBXT10g000504	116407546	29092663
LOC116407547	sulfotransferase 1C1-like	XBXT10g000503	116407547	29092667
LOC116407548	sulfotransferase 1C1-like	XBXT10g000500	116407548	29092671
LOC116407549	oocyte zinc finger protein XlCOF7.1-like	XBXT10g024971	116407549	29092675
LOC116407550	oocyte zinc finger protein XlCOF7.1-like	XBXT10g025057	116407550	29092679
LOC116407552	oocyte zinc finger protein XlCOF7.1-like	XBXT10g005774	116407552	29092683
LOC116407553	oocyte zinc finger protein XlCOF22-like	XBXT10g024707	116407553	29092687
LOC116407555	oocyte zinc finger protein XlCOF7.1-like	XBXT10g000662	116407555	29092691
LOC116407556	oocyte zinc finger protein XlCOF22-like	XBXT10g021191	116407556	29092695
LOC116407557	oocyte zinc finger protein XlCOF7.1-like	XBXT10g003857	116407557	29092699
LOC116407558	E3 ubiquitin-protein ligase TRIM39-like	XBXT10g025363	116407558	29092703
LOC116407559	E3 ubiquitin-protein ligase TRIM39-like	XBXT10g008625	116407559	29092707
LOC116407560	zinc finger protein OZF-like	XBXT10g013439	116407560	29092711
LOC116407561	uncharacterized LOC116407561	XBXT10g007360	116407561	29092715
LOC116407562	NACHT, LRR and PYD domains-containing protein 1b allele 3-like	XBXT10g011199	116407562	29092719
LOC116407563	oocyte zinc finger protein XlCOF7.1-like	XBXT10g020986	116407563	29092723
LOC116407564	oocyte zinc finger protein XlCOF6.1-like	XBXT10g021824	116407564	29092727
LOC116407565	oocyte zinc finger protein XlCOF7.1-like	XBXT10g023861	116407565	29092731
LOC116407566	uncharacterized LOC116407566	XBXT10g000234	116407566	29092735
LOC116407567	gastrula zinc finger protein XlCGF17.1-like	XBXT10g021842	116407567	29092739
LOC116407568	oocyte zinc finger protein XlCOF7.1-like	XBXT10g022760	116407568	29092743
LOC116407569	gap junction beta-3 protein-like	XBXT10g012213	116407569	29092747
LOC116407570	histone H1B-like	XBXT10g002760	116407570	29092751
LOC116407571	oocyte zinc finger protein XlCOF6.1-like	XBXT10g011690	116407571	29092755
LOC116407572	histone H1B-like	XBXT10g002341	116407572	29092759
LOC116407573	histone H1B-like	XBXT10g009047	116407573	29092763
LOC116407574	histone H1B-like	XBXT10g020216	116407574	29092767
LOC116407575	histone H1B-like	XBXT10g000646	116407575	29092771
LOC116407576	oocyte zinc finger protein XlCOF7.1-like	XBXT10g027990	116407576	29092775
LOC116407577	oocyte zinc finger protein XlCOF7.1-like	XBXT10g021137	116407577	29092779
LOC116407591	histone H2B 1.1-like	XBXT10g016140	116407591	29092783
LOC116407592	histone H2B 1.1-like	XBXT10g000969	116407592	29092787
LOC116407593	gastrula zinc finger protein XlCGF53.1-like	XBXT10g022766	116407593	29092791
LOC116407595	gastrula zinc finger protein XlCGF53.1-like	XBXT10g028224	116407595	29092795
LOC116407596	gastrula zinc finger protein XlCGF53.1-like	XBXT10g021660	116407596	29092799
LOC116407598	oocyte zinc finger protein XlCOF29-like	XBXT10g009216	116407598	29092803
LOC116407599	oocyte zinc finger protein XlCOF29-like	XBXT10g029545	116407599	29092807
LOC116407600	oocyte zinc finger protein XlCOF7.1-like	XBXT10g025420	116407600	29092811
LOC116407608	serine/threonine-protein kinase N1-like	XBXT10g025416	116407608	29092815
LOC116407614	uncharacterized LOC116407614	XBXT10g009295	116407614	29092819
LOC116407615	zinc finger CCHC domain-containing protein 3-like	XBXT10g025866	116407615	29092823
