# UNIPROT_ACC,REFSEQ_PROT_ID,REFSEQ_RNA_ID,NCBI_GENE_ID,XB_GENE_ID
A0A023W428,NP_001278991.1,NM_001292062.1,GeneID:100492429,XB-GENE-1216189
A0A8J0SSD8,XP_012822004.1,XM_012966550.3,GeneID:548576,XB-GENE-971175
A0A8J0SSD9,XP_012821423.1,XM_012965969.3,GeneID:100135223,XB-GENE-22169573
A0A8J0SSE1,XP_017947872.2,XM_018092383.2,GeneID:100379705,XB-GENE-960789
A0A8J0SSE3,XP_012821428.1,XM_012965974.3,GeneID:100135375,XB-GENE-986555
A0A8J0SSE5,XP_031746077.1,XM_031890217.1,GeneID:100145561,XB-GENE-5863426
A0A8J0SSE6,XP_012821296.1,XM_012965842.3,GeneID:100038257,XB-GENE-923183
A0A8J0SSE7,XP_017947878.1,XM_018092389.2,GeneID:100493988,XB-GENE-1002062
A0A8J0SSE8,XP_012821436.1,XM_012965982.3,GeneID:100135375,XB-GENE-986555
A0A8J0SSE9,XP_012822027.1,XM_012966573.2,GeneID:549119,XB-GENE-5726440
A0A8J0SSF1,XP_012821314.1,XM_012965860.3,GeneID:100101769,XB-GENE-494709
A0A8J0SSF3,XP_012821441.1,XM_012965987.3,GeneID:100135711,XB-GENE-868520
A0A8J0SSF6,XP_017947891.1,XM_018092402.2,GeneID:100379671,XB-GENE-940685
A0A8J0SSF7,XP_012823493.1,XM_012968039.2,GeneID:100145733,XB-GENE-989094
A0A8J0SSG1,XP_012823498.1,XM_012968044.2,GeneID:100145733,XB-GENE-989094
A0A8J0SSG3,XP_012821451.1,XM_012965997.3,GeneID:100135711,XB-GENE-868520
A0A8J0SSG5,XP_017947911.1,XM_018092422.2,GeneID:108646178,XB-GENE-22068895
A0A8J0SSG6,XP_012821332.2,XM_012965878.3,GeneID:100124770,XB-GENE-947114
A0A8J0SSG7,XP_012823503.1,XM_012968049.3,GeneID:100145809,XB-GENE-944351
A0A8J0SSG9,XP_017947924.1,XM_018092435.2,GeneID:100145017,XB-GENE-5831431
A0A8J0SSH0,XP_012822054.1,XM_012966600.3,GeneID:549267,XB-GENE-1016033
A0A8J0SSH1,XP_012821340.1,XM_012965886.3,GeneID:100124831,XB-GENE-5830877
A0A8J0SSH2,XP_012823511.1,XM_012968057.3,GeneID:100158530,XB-GENE-5922834
A0A8J0SSH6,XP_012821461.1,XM_012966007.3,GeneID:100135711,XB-GENE-868520
A0A8J0SSH8,XP_017947943.1,XM_018092454.2,GeneID:100493265,XB-GENE-6258750
A0A8J0SSI0,XP_012821355.1,XM_012965901.3,GeneID:100125007,XB-GENE-5956759
A0A8J0SSI1,XP_012821466.1,XM_012966012.3,GeneID:100135711,XB-GENE-868520
A0A8J0SSI6,XP_012821471.1,XM_012966017.3,GeneID:100144639,XB-GENE-483870
A0A8J0SSJ0,XP_012822090.1,XM_012966636.3,GeneID:549583,XB-GENE-1006807
A0A8J0SSJ2,XP_012821477.1,XM_012966023.2,GeneID:100144639,XB-GENE-483870
A0A8J0SSJ3,XP_012823544.1,XM_012968090.3,GeneID:100170556,XB-GENE-5965169
A0A8J0SSJ8,XP_012821483.1,XM_012966029.3,GeneID:100144696,XB-GENE-1012378
A0A8J0SSJ9,XP_012821387.1,XM_012965933.3,GeneID:100125204,XB-GENE-5958931
A0A8J0SSK0,XP_012822103.1,XM_012966649.1,GeneID:549737,XB-GENE-1006892
A0A8J0SSK3,XP_012821494.1,XM_012966040.3,GeneID:100144735,XB-GENE-995356
A0A8J0SSK4,XP_017948015.2,XM_018092526.2,GeneID:100489411,XB-GENE-29079707
A0A8J0SSK5,XP_012821393.1,XM_012965939.3,GeneID:100127680,XB-GENE-1013301
A0A8J0SSK6,XP_012823572.1,XM_012968118.3,GeneID:100216232,XB-GENE-974101
A0A8J0SSK8,XP_012822108.1,XM_012966654.3,GeneID:549737,XB-GENE-1006892
A0A8J0SSK9,XP_017948022.1,XM_018092533.2,GeneID:108646195,XB-GENE-29090667
A0A8J0SSL1,XP_012823580.1,XM_012968126.2,GeneID:100216287,XB-GENE-953714
A0A8J0SSL6,XP_017948062.2,XM_018092573.2,GeneID:100494461,XB-GENE-29082195
A0A8J0SSL9,XP_012821425.1,XM_012965971.3,GeneID:100135224,XB-GENE-5895462
A0A8J0SSM6,XP_031760993.1,XM_031905133.1,GeneID:733728,XB-GENE-5893023
A0A8J0SSM7,XP_017948119.2,XM_018092630.2,GeneID:100498164,XB-GENE-1012959
A0A8J0SSM8,XP_012821438.1,XM_012965984.3,GeneID:100135375,XB-GENE-986555
A0A8J0SSN3,XP_012821443.1,XM_012965989.3,GeneID:100135711,XB-GENE-868520
A0A8J0SSN4,XP_012821538.1,XM_012966084.3,GeneID:100145459,XB-GENE-956710
A0A8J0SSN6,XP_012822161.2,XM_012966707.3,GeneID:101733164,XB-GENE-29086763
A0A8J0SSN7,XP_017948178.1,XM_018092689.2,GeneID:108646249,XB-GENE-29072377
A0A8J0SSP0,XP_017948203.1,XM_018092714.2,GeneID:108646254,XB-GENE-29090715
A0A8J0SSP3,XP_012821453.1,XM_012965999.3,GeneID:100135711,XB-GENE-868520
A0A8J0SSP4,XP_017948222.2,XM_018092733.2,GeneID:108646263,XB-GENE-29090735
A0A8J0SSP7,XP_012823648.2,XM_012968194.3,GeneID:448049,XB-GENE-977113
A0A8J0SSP8,XP_017948231.1,XM_018092742.1,GeneID:108646268,XB-GENE-29090751
A0A8J0SSP9,XP_012821458.1,XM_012966004.3,GeneID:100135711,XB-GENE-868520
A0A8J0SSQ3,XP_031755120.1,XM_031899260.1,GeneID:108646281,XB-GENE-29090771
A0A8J0SSQ4,XP_012821570.1,XM_012966116.3,GeneID:100158502,XB-GENE-952814
A0A8J0SSQ5,XP_012822192.2,XM_012966738.3,GeneID:779826,XB-GENE-5881785
A0A8J0SSQ6,XP_012821463.1,XM_012966009.3,GeneID:100135711,XB-GENE-868520
A0A8J0SSQ7,XP_017948251.1,XM_018092762.2,GeneID:496535,XB-GENE-5919686
A0A8J0SSQ8,XP_012821577.1,XM_012966123.3,GeneID:100158546,XB-GENE-6087000
A0A8J0SSR0,XP_012821468.1,XM_012966014.3,GeneID:100135711,XB-GENE-868520
A0A8J0SSR2,XP_017948256.1,XM_018092767.2,GeneID:100491275,XB-GENE-961004
A0A8J0SSR3,XP_012821584.2,XM_012966130.3,GeneID:100158555,XB-GENE-5889699
A0A8J0SSR5,XP_012821473.1,XM_012966019.3,GeneID:100144639,XB-GENE-483870
A0A8J0SSR6,XP_012823671.2,XM_012968217.3,GeneID:448336,XB-GENE-1006847
A0A8J0SSR7,XP_017948273.1,XM_018092784.2,GeneID:100485650,XB-GENE-959144
A0A8J0SSR8,XP_012822216.1,XM_012966762.2,GeneID:780271,XB-GENE-985356
A0A8J0SSS4,XP_017948293.1,XM_018092804.2,GeneID:496576,XB-GENE-5955093
A0A8J0SSS5,XP_012821604.1,XM_012966150.3,GeneID:100170189,XB-GENE-922578
A0A8J0SSS7,XP_012821489.2,XM_012966035.3,GeneID:780273,XB-GENE-479676
A0A8J0SSS8,XP_017948300.2,XM_018092811.2,GeneID:100492483,XB-GENE-981445
A0A8J0SST2,XP_012821497.1,XM_012966043.3,GeneID:100144919,XB-GENE-5850669
A0A8J0SST5,XP_012821615.1,XM_012966161.2,GeneID:100170440,XB-GENE-987670
A0A8J0SST8,XP_017948318.1,XM_018092829.2,GeneID:100490380,XB-GENE-29080163
A0A8J0SSU0,XP_012821620.2,XM_012966166.3,GeneID:780336,XB-GENE-958186
A0A8J0SSU3,XP_031754602.1,XM_031898742.1,GeneID:100488619,XB-GENE-29079307
A0A8J0SSU4,XP_012821625.1,XM_012966171.3,GeneID:100170555,XB-GENE-5873646
A0A8J0SSU5,XP_012822294.1,XM_012966840.1,GeneID:100144290,XB-GENE-6258311
A0A8J0SSV0,XP_012821630.1,XM_012966176.3,GeneID:100170555,XB-GENE-5873646
A0A8J0SSV3,XP_017948361.1,XM_018092872.2,GeneID:100038270,XB-GENE-973776
A0A8J0SSV5,XP_012821636.1,XM_012966182.3,GeneID:100170555,XB-GENE-5873646
A0A8J0SSV6,XP_017948370.1,XM_018092881.2,GeneID:100124730,XB-GENE-5755926
A0A8J0SSW0,XP_012821643.1,XM_012966189.3,GeneID:100170599,XB-GENE-6465484
A0A8J0SSW2,XP_017948375.1,XM_018092886.2,GeneID:100124730,XB-GENE-5755926
A0A8J0SSW3,XP_012821535.2,XM_012966081.3,GeneID:100145450,XB-GENE-29077495
A0A8J0SSW4,XP_012823745.1,XM_012968291.3,GeneID:496465,XB-GENE-5953379
A0A8J0SSW7,XP_012822330.1,XM_012966876.3,GeneID:100493988,XB-GENE-1002062
A0A8J0SSX4,XP_012821550.2,XM_012966096.3,GeneID:100145679,XB-GENE-989003
A0A8J0SSX5,XP_012821664.1,XM_012966210.3,GeneID:100216083,XB-GENE-1006332
A0A8J0SSX6,XP_017948407.2,XM_018092918.2,GeneID:100145116,XB-GENE-6070905
A0A8J0SSY2,XP_012822367.2,XM_012966913.3,GeneID:100496019,XB-GENE-29082943
A0A8J0SSY5,XP_017948439.2,XM_018092950.2,GeneID:100233217,XB-GENE-990299
A0A8J0SSY8,XP_012821567.1,XM_012966113.3,GeneID:100151736,XB-GENE-876768
A0A8J0SSY9,XP_017948460.2,XM_018092971.2,GeneID:548530,XB-GENE-854114
A0A8J0SSZ1,XP_012822379.1,XM_012966925.3,GeneID:100379944,XB-GENE-5887503
A0A8J0SSZ6,XP_012821740.1,XM_012966286.2,GeneID:394699,XB-GENE-922381
A0A8J0SSZ7,XP_012822394.1,XM_012966940.3,GeneID:100491898,XB-GENE-922336
A0A8J0ST01,XP_012821745.1,XM_012966291.2,GeneID:394699,XB-GENE-922381
A0A8J0ST02,XP_012822415.1,XM_012966961.3,GeneID:100379810,XB-GENE-1013591
A0A8J0ST03,XP_017948510.1,XM_018093021.2,GeneID:493447,XB-GENE-489991
A0A8J0ST04,XP_012821592.1,XM_012966138.3,GeneID:100158619,XB-GENE-1013377
A0A8J0ST05,XP_012823812.1,XM_012968358.3,GeneID:548739,XB-GENE-5722500
A0A8J0ST07,XP_012822435.2,XM_012966981.2,GeneID:100493553,XB-GENE-1032334
A0A8J0ST09,XP_012821601.1,XM_012966147.3,GeneID:100170189,XB-GENE-922578
A0A8J0ST16,XP_017948559.1,XM_018093070.2,GeneID:550075,XB-GENE-974626
A0A8J0ST18,XP_012822456.1,XM_012967002.3,GeneID:100145257,XB-GENE-5797493
A0A8J0ST20,XP_012821611.1,XM_012966157.3,GeneID:100170194,XB-GENE-1217556
A0A8J0ST21,XP_012821769.1,XM_012966315.3,GeneID:780372,XB-GENE-948974
A0A8J0ST23,XP_012822473.1,XM_012967019.3,GeneID:100101757,XB-GENE-922256
A0A8J0ST25,XP_012823849.1,XM_012968395.3,GeneID:549078,XB-GENE-972141
A0A8J0ST27,XP_012822482.1,XM_012967028.2,GeneID:100379742,XB-GENE-982528
A0A8J0ST28,XP_017948585.2,XM_018093096.2,GeneID:779984,XB-GENE-987442
A0A8J0ST29,XP_012823854.1,XM_012968400.3,GeneID:549143,XB-GENE-971501
A0A8J0ST30,XP_012821622.1,XM_012966168.3,GeneID:100170555,XB-GENE-5873646
A0A8J0ST31,XP_012821791.1,XM_012966337.3,GeneID:407941,XB-GENE-946594
A0A8J0ST32,XP_017948598.1,XM_018093109.2,GeneID:780289,XB-GENE-1015143
A0A8J0ST34,XP_012823859.1,XM_012968405.3,GeneID:549143,XB-GENE-971501
A0A8J0ST35,XP_012821627.1,XM_012966173.3,GeneID:100170555,XB-GENE-5873646
A0A8J0ST37,XP_017948673.1,XM_018093184.1,GeneID:101733881,XB-GENE-29087311
A0A8J0ST40,XP_012821632.1,XM_012966178.3,GeneID:100170555,XB-GENE-5873646
A0A8J0ST41,XP_017948704.2,XM_018093215.2,GeneID:100494599,XB-GENE-983863
A0A8J0ST43,XP_012822509.1,XM_012967055.3,GeneID:100127789,XB-GENE-5821670
A0A8J0ST44,XP_012823873.1,XM_012968419.3,GeneID:549289,XB-GENE-5909249
A0A8J0ST45,XP_012821638.1,XM_012966184.3,GeneID:100170555,XB-GENE-5873646
A0A8J0ST46,XP_017948719.1,XM_018093230.2,GeneID:100491832,XB-GENE-29080903
A0A8J0ST47,XP_012821821.1,XM_012966367.3,GeneID:448194,XB-GENE-953456
A0A8J0ST50,XP_012821645.1,XM_012966191.3,GeneID:100170616,XB-GENE-1007857
A0A8J0ST53,XP_012822572.1,XM_012967118.3,GeneID:100485996,XB-GENE-29078107
A0A8J0ST65,XP_017948779.1,XM_018093290.2,GeneID:100497697,XB-GENE-6258146
A0A8J0ST70,XP_012822645.1,XM_012967191.1,GeneID:100493495,XB-GENE-989022
A0A8J0ST72,XP_012821872.1,XM_012966418.2,GeneID:448541,XB-GENE-485946
A0A8J0ST74,XP_017948815.2,XM_018093326.2,GeneID:100488202,XB-GENE-920183
A0A8J0ST76,XP_012821719.1,XM_012966265.2,GeneID:394526,XB-GENE-6453253
A0A8J0ST80,XP_012821736.1,XM_012966282.2,GeneID:394699,XB-GENE-922381
A0A8J0ST81,XP_012822750.2,XM_012967296.2,GeneID:100490494,XB-GENE-29080203
A0A8J0ST85,XP_012821742.1,XM_012966288.2,GeneID:394699,XB-GENE-922381
A0A8J0ST87,XP_012822801.1,XM_012967347.3,GeneID:100486636,XB-GENE-990281
A0A8J0ST88,XP_017948862.1,XM_018093373.2,GeneID:100494313,XB-GENE-1010410
A0A8J0STA0,XP_012821920.1,XM_012966466.2,GeneID:493330,XB-GENE-22061154
A0A8J0STA4,XP_012822836.2,XM_012967382.2,GeneID:105947908,XB-GENE-29089787
A0A8J0STA5,XP_012821932.1,XM_012966478.3,GeneID:493517,XB-GENE-979796
A0A8J0STA6,XP_012821766.1,XM_012966312.1,GeneID:395027,XB-GENE-6454592
A0A8J0STB2,XP_017948945.1,XM_018093456.2,GeneID:100491218,XB-GENE-6039577
A0A8J0STB6,XP_017948950.1,XM_018093461.2,GeneID:100491218,XB-GENE-6039577
A0A8J0STB9,XP_012822885.1,XM_012967431.3,GeneID:100493291,XB-GENE-481588
A0A8J0STC1,XP_017948955.1,XM_018093466.2,GeneID:100491218,XB-GENE-6039577
A0A8J0STC3,XP_012824023.1,XM_012968569.3,GeneID:100127198,XB-GENE-486958
A0A8J0STC4,XP_012822897.2,XM_012967443.3,GeneID:100037905,XB-GENE-1009790
A0A8J0STC5,XP_012821978.2,XM_012966524.3,GeneID:496849,XB-GENE-1009063
A0A8J0STC6,XP_017948971.2,XM_018093482.2,GeneID:101731865,XB-GENE-29085659
A0A8J0STC9,XP_012821986.1,XM_012966532.3,GeneID:548350,XB-GENE-946366
A0A8J0STD4,XP_012821992.1,XM_012966538.3,GeneID:548464,XB-GENE-5907229
A0A8J0STD5,XP_012822939.2,XM_012967485.3,GeneID:100493334,XB-GENE-492674
A0A8J0STD6,XP_017948994.1,XM_018093505.2,GeneID:100380050,XB-GENE-983618
A0A8J0STD8,XP_012822000.1,XM_012966546.3,GeneID:548572,XB-GENE-1007558
A0A8J0STE1,XP_017949005.2,XM_018093516.2,GeneID:101734692,XB-GENE-17346915
A0A8J0STE2,XP_012821818.1,XM_012966364.3,GeneID:448194,XB-GENE-953456
A0A8J0STE6,XP_012822953.2,XM_012967499.3,GeneID:105945156,XB-GENE-29088487
A0A8J0STE9,XP_012822966.1,XM_012967512.2,GeneID:100125078,XB-GENE-5814563
A0A8J0STF0,XP_031755991.1,XM_031900131.1,GeneID:549597,XB-GENE-5732341
A0A8J0STF1,XP_012824056.2,XM_012968602.3,GeneID:779734,XB-GENE-993630
A0A8J0STF2,XP_012821833.1,XM_012966379.3,GeneID:448352,XB-GENE-979648
A0A8J0STF3,XP_012822032.1,XM_012966578.3,GeneID:549140,XB-GENE-486122
A0A8J0STF4,XP_017949045.2,XM_018093556.2,GeneID:100126685,XB-GENE-1032957
A0A8J0STF7,XP_017949060.1,XM_018093571.2,GeneID:100497699,XB-GENE-992383
A0A8J0STF8,XP_012821839.1,XM_012966385.3,GeneID:448352,XB-GENE-979648
A0A8J0STG1,XP_012824072.1,XM_012968618.3,GeneID:100127198,XB-GENE-486958
A0A8J0STG3,XP_012823006.1,XM_012967552.2,GeneID:100491659,XB-GENE-6040150
A0A8J0STG4,XP_012822043.1,XM_012966589.3,GeneID:549140,XB-GENE-486122
A0A8J0STG9,XP_012822053.1,XM_012966599.3,GeneID:549267,XB-GENE-1016033
A0A8J0STH6,XP_031761599.1,XM_031905739.1,GeneID:105947978,XB-GENE-22166272
A0A8J0STI1,XP_012824105.1,XM_012968651.3,GeneID:780119,XB-GENE-1003118
A0A8J0STI3,XP_017949112.2,XM_018093623.2,GeneID:496592,XB-GENE-5872109
A0A8J0STI5,XP_012821874.1,XM_012966420.2,GeneID:448541,XB-GENE-485946
A0A8J0STI6,XP_012824113.1,XM_012968659.3,GeneID:780119,XB-GENE-1003118
A0A8J0STI9,XP_012823089.2,XM_012967635.3,GeneID:100491241,XB-GENE-1013994
A0A8J0STJ0,XP_012821881.1,XM_012966427.3,GeneID:448550,XB-GENE-970084
A0A8J0STJ1,XP_012824122.1,XM_012968668.3,GeneID:780119,XB-GENE-1003118
A0A8J0STJ4,XP_012823142.2,XM_012967688.3,GeneID:100216211,XB-GENE-989433
A0A8J0STJ6,XP_012824128.1,XM_012968674.3,GeneID:780123,XB-GENE-493909
A0A8J0STJ8,XP_012822107.1,XM_012966653.3,GeneID:549737,XB-GENE-1006892
A0A8J0STK1,XP_012824133.1,XM_012968679.3,GeneID:780126,XB-GENE-1006680
A0A8J0STK5,XP_012822112.1,XM_012966658.3,GeneID:549974,XB-GENE-968463
A0A8J0STK7,XP_012823206.1,XM_012967752.3,GeneID:100495169,XB-GENE-6258227
A0A8J0STK8,XP_017949174.1,XM_018093685.2,GeneID:100493341,XB-GENE-920765
A0A8J0STL3,XP_012821914.1,XM_012966460.3,GeneID:493298,XB-GENE-1015653
A0A8J0STL5,XP_017949184.1,XM_018093695.2,GeneID:100485425,XB-GENE-29076959
A0A8J0STL8,XP_012822132.1,XM_012966678.3,GeneID:100494780,XB-GENE-29082371
A0A8J0STL9,XP_031758993.1,XM_031903133.1,GeneID:108648315,XB-GENE-29091139
A0A8J0STM0,XP_012824177.1,XM_012968723.1,GeneID:105948063,XB-GENE-29089835
A0A8J0STM1,XP_012823256.1,XM_012967802.3,GeneID:100036664,XB-GENE-487675
A0A8J0STM8,XP_012822151.1,XM_012966697.3,GeneID:733869,XB-GENE-940762
A0A8J0STN0,XP_012823271.2,XM_012967817.3,GeneID:100037868,XB-GENE-479083
A0A8J0STN1,XP_017949233.1,XM_018093744.2,GeneID:100101764,XB-GENE-481530
A0A8J0STN2,XP_012821935.1,XM_012966481.3,GeneID:493525,XB-GENE-480983
A0A8J0STN4,XP_012824304.2,XM_012968850.3,GeneID:100496693,XB-GENE-29083299
A0A8J0STN7,XP_017949259.1,XM_018093770.2,GeneID:100127690,XB-GENE-6083596
A0A8J0STN8,XP_012822167.2,XM_012966713.3,GeneID:734055,XB-GENE-5932742
A0A8J0STN9,XP_012824326.1,XM_012968872.3,GeneID:100486128,XB-GENE-29078179
A0A8J0STP0,XP_012821949.2,XM_012966495.3,GeneID:496508,XB-GENE-966256
A0A8J0STP1,XP_017951578.1,XM_018096089.2,GeneID:100038147,XB-GENE-854791
A0A8J0STP2,XP_012822174.1,XM_012966720.3,GeneID:779509,XB-GENE-962456
A0A8J0STP3,XP_017949266.1,XM_018093777.2,GeneID:100144744,XB-GENE-484799
A0A8J0STP4,XP_012824350.2,XM_012968896.2,GeneID:101731163,XB-GENE-29085131
A0A8J0STP5,XP_012821957.1,XM_012966503.3,GeneID:100125069,XB-GENE-5829803
A0A8J0STP9,XP_012824361.1,XM_012968907.2,GeneID:100145669,XB-GENE-1004600
A0A8J0STQ0,XP_017949279.1,XM_018093790.2,GeneID:100145637,XB-GENE-5956642
A0A8J0STQ1,XP_012823295.1,XM_012967841.3,GeneID:100101713,XB-GENE-484669
A0A8J0STQ2,XP_012822199.1,XM_012966745.3,GeneID:779942,XB-GENE-5831850
A0A8J0STQ7,XP_012824409.2,XM_012968955.3,GeneID:100380068,XB-GENE-993686
A0A8J0STQ9,XP_012821982.1,XM_012966528.2,GeneID:496952,XB-GENE-5861130
A0A8J0STR1,XP_017949300.1,XM_018093811.2,GeneID:100216247,XB-GENE-494209
A0A8J0STR4,XP_012821988.1,XM_012966534.3,GeneID:548420,XB-GENE-478365
A0A8J0STR6,XP_017949310.1,XM_018093821.2,GeneID:394640,XB-GENE-955786
A0A8J0STR9,XP_012824439.2,XM_012968985.3,GeneID:100492119,XB-GENE-5956342
A0A8J0STS0,XP_012822238.1,XM_012966784.3,GeneID:100216237,XB-GENE-989029
A0A8J0STS1,XP_017949334.1,XM_018093845.2,GeneID:613070,XB-GENE-943046
A0A8J0STS2,XP_012823327.1,XM_012967873.3,GeneID:100124792,XB-GENE-988623
A0A8J0STS3,XP_031762600.1,XM_031906740.1,GeneID:100380148,XB-GENE-6051038
A0A8J0STS7,XP_012823332.1,XM_012967878.1,GeneID:100124834,XB-GENE-1006837
A0A8J0STT0,XP_012824456.1,XM_012969002.3,GeneID:100485853,XB-GENE-959028
A0A8J0STT1,XP_017949378.2,XM_018093889.2,GeneID:549319,XB-GENE-1015927
A0A8J0STT2,XP_012823339.1,XM_012967885.3,GeneID:100124925,XB-GENE-949963
A0A8J0STT8,XP_012822300.1,XM_012966846.3,GeneID:100144740,XB-GENE-1217722
A0A8J0STU0,XP_012823355.1,XM_012967901.3,GeneID:100125191,XB-GENE-977575
A0A8J0STU1,XP_012824471.1,XM_012969017.2,GeneID:100495378,XB-GENE-1013509
A0A8J0STU6,XP_012822055.1,XM_012966601.3,GeneID:549267,XB-GENE-1016033
A0A8J0STU7,XP_012822324.2,XM_012966870.2,GeneID:100498256,XB-GENE-6468379
A0A8J0STV3,XP_017949429.1,XM_018093940.2,GeneID:779919,XB-GENE-967111
A0A8J0STV5,XP_012822068.1,XM_012966614.3,GeneID:549379,XB-GENE-967645
A0A8J0STW0,XP_012823382.1,XM_012967928.3,GeneID:100127687,XB-GENE-967086
A0A8J0STW1,XP_012824500.2,XM_012969046.3,GeneID:100037862,XB-GENE-952700
A0A8J0STW2,XP_017949470.2,XM_018093981.2,GeneID:100491404,XB-GENE-5970068
A0A8J0STW3,XP_012822356.2,XM_012966902.3,GeneID:100380136,XB-GENE-5916977
A0A8J0STW4,XP_012822086.1,XM_012966632.3,GeneID:549526,XB-GENE-993368
A0A8J0STW5,XP_012824518.1,XM_012969064.3,GeneID:100127878,XB-GENE-997388
A0A8J0STW9,XP_012823399.1,XM_012967945.3,GeneID:100135080,XB-GENE-956617
A0A8J0STX2,XP_017949550.2,XM_018094061.2,GeneID:100496941,XB-GENE-29083411
A0A8J0STX3,XP_012823404.1,XM_012967950.3,GeneID:100135084,XB-GENE-987988
A0A8J0STX4,XP_012822099.1,XM_012966645.1,GeneID:549737,XB-GENE-1006892
A0A8J0STX5,XP_017949564.1,XM_018094075.2,GeneID:105947356,XB-GENE-29089535
A0A8J0STX7,XP_012824542.2,XM_012969088.3,GeneID:100494806,XB-GENE-984843
A0A8J0STX8,XP_012823409.2,XM_012967955.3,GeneID:100135088,XB-GENE-5891820
A0A8J0STX9,XP_017949572.1,XM_018094083.2,GeneID:100494447,XB-GENE-6045015
A0A8J0STY0,XP_012822104.1,XM_012966650.1,GeneID:549737,XB-GENE-1006892
A0A8J0STY1,XP_012822393.1,XM_012966939.3,GeneID:100491898,XB-GENE-922336
A0A8J0STY2,XP_012824548.2,XM_012969094.3,GeneID:100493381,XB-GENE-29081667
A0A8J0STY3,XP_012823415.1,XM_012967961.3,GeneID:100135158,XB-GENE-6257718
A0A8J0STY6,XP_012822410.1,XM_012966956.3,GeneID:100379810,XB-GENE-1013591
A0A8J0STY7,XP_012822109.1,XM_012966655.3,GeneID:549737,XB-GENE-1006892
A0A8J0STY8,XP_017949619.1,XM_018094130.2,GeneID:100497309,XB-GENE-29083635
A0A8J0STZ0,XP_017952148.2,XM_018096659.2,GeneID:100497371,XB-GENE-6468932
A0A8J0STZ1,XP_012822428.1,XM_012966974.3,GeneID:100489759,XB-GENE-993102
A0A8J0STZ2,XP_017949628.1,XM_018094139.2,GeneID:100127647,XB-GENE-952913
A0A8J0STZ3,XP_012822120.1,XM_012966666.3,GeneID:550109,XB-GENE-978531
A0A8J0STZ6,XP_017949644.1,XM_018094155.2,GeneID:100490033,XB-GENE-920965
A0A8J0STZ8,XP_012822126.1,XM_012966672.2,GeneID:595011,XB-GENE-956522
A0A8J0SU06,XP_012824595.2,XM_012969141.3,GeneID:733898,XB-GENE-5963150
A0A8J0SU12,XP_012822155.1,XM_012966701.3,GeneID:733899,XB-GENE-988272
A0A8J0SU14,XP_012824602.2,XM_012969148.3,GeneID:733898,XB-GENE-5963150
A0A8J0SU16,XP_017949702.2,XM_018094213.2,GeneID:100497008,XB-GENE-953878
A0A8J0SU17,XP_012822493.1,XM_012967039.3,GeneID:100492598,XB-GENE-982521
A0A8J0SU18,XP_012822162.2,XM_012966708.3,GeneID:734011,XB-GENE-1016768
A0A8J0SU19,XP_012824619.1,XM_012969165.3,GeneID:100495318,XB-GENE-977931
A0A8J0SU24,XP_031761673.1,XM_031905813.1,GeneID:613068,XB-GENE-1002624
A0A8J0SU28,XP_012822569.1,XM_012967115.3,GeneID:100492176,XB-GENE-953967
A0A8J0SU29,XP_012822176.1,XM_012966722.3,GeneID:779509,XB-GENE-962456
A0A8J0SU36,XP_012823496.1,XM_012968042.2,GeneID:100145733,XB-GENE-989094
A0A8J0SU37,XP_012824645.1,XM_012969191.3,GeneID:100491451,XB-GENE-22069695
A0A8J0SU39,XP_012822194.1,XM_012966740.3,GeneID:100498513,XB-GENE-1011639
A0A8J0SU42,XP_012822636.2,XM_012967182.3,GeneID:105947819,XB-GENE-29089735
A0A8J0SU43,XP_012822203.1,XM_012966749.3,GeneID:780120,XB-GENE-478535
A0A8J0SU45,XP_017949776.1,XM_018094287.2,GeneID:100379806,XB-GENE-1012316
A0A8J0SU49,XP_017949784.1,XM_018094295.2,GeneID:100496542,XB-GENE-29077315
A0A8J0SU51,XP_012823512.2,XM_012968058.3,GeneID:100158545,XB-GENE-5889203
A0A8J0SU52,XP_012822742.2,XM_012967288.2,GeneID:105947858,XB-GENE-29089755
A0A8J0SU57,XP_012822799.2,XM_012967345.3,GeneID:100486636,XB-GENE-990281
A0A8J0SU58,XP_012824691.2,XM_012969237.3,GeneID:100490039,XB-GENE-6052364
A0A8J0SU60,XP_012822812.2,XM_012967358.3,GeneID:100379704,XB-GENE-960582
A0A8J0SU63,XP_012824700.2,XM_012969246.3,GeneID:100494370,XB-GENE-980829
A0A8J0SU64,XP_017949816.1,XM_018094327.2,GeneID:100125069,XB-GENE-5829803
A0A8J0SU66,XP_012824714.1,XM_012969260.3,GeneID:100488371,XB-GENE-969317
A0A8J0SU67,XP_012823542.1,XM_012968088.3,GeneID:100170545,XB-GENE-5965306
A0A8J0SU68,XP_012822240.2,XM_012966786.3,GeneID:100495850,XB-GENE-1012540
A0A8J0SU73,XP_012822264.2,XM_012966810.3,GeneID:100380148,XB-GENE-6051038
A0A8J0SU74,XP_012822859.1,XM_012967405.3,GeneID:100145494,XB-GENE-6459081
A0A8J0SU79,XP_012822286.1,XM_012966832.3,GeneID:100379972,XB-GENE-5737386
A0A8J0SU82,XP_017949893.1,XM_018094404.2,GeneID:100489842,XB-GENE-29079911
A0A8J0SU84,XP_012822884.1,XM_012967430.3,GeneID:100493291,XB-GENE-481588
A0A8J0SU88,XP_012822896.3,XM_012967442.3,GeneID:100037905,XB-GENE-1009790
