# GENE_SYMBOL	NCBI_GENE_ID	XB_GENE_ID	GENE_NAME
42sp43	GeneID:548848	XB-GENE-5898342	P43 5S RNA-binding protein
csrp1	GeneID:448688	XB-GENE-941448	cysteine and glycine rich protein 1
csrp2	GeneID:549369	XB-GENE-943913	cysteine and glycine rich protein 2
csrp3	GeneID:448578	XB-GENE-1010170	cysteine and glycine rich protein 3
cst7	GeneID:496776	XB-GENE-945286	cystatin F
cstb	GeneID:100127781	XB-GENE-993562	cystatin B
cstf1	GeneID:407896	XB-GENE-970048	NameIsNotAvailable
cstf2	GeneID:100170457	XB-GENE-979047	NameIsNotAvailable
cstf3	GeneID:394769	XB-GENE-980297	NameIsNotAvailable
cstpp1	GeneID:780244	XB-GENE-5808736	centriolar satellite-associated tubulin polyglutamylase complex regulator 1
ctbp1	GeneID:493289	XB-GENE-483379	C-terminal binding protein 1
ctbp2	GeneID:493558	XB-GENE-853740	C-terminal binding protein 2
ctbp2l	GeneID:549620	XB-GENE-22063047	C-terminal binding protein 2 like
ctbs	GeneID:497004	XB-GENE-975891	chitobiase
ctc1	GeneID:100158579	XB-GENE-6456431	CTS telomere maintenance complex component 1
ctcf	GeneID:100101689	XB-GENE-862914	CCCTC-binding factor
ctdnep1	GeneID:549931	XB-GENE-5939296	CTD nuclear envelope phosphatase 1
ctdp1	GeneID:549776	XB-GENE-479716	CTD phosphatase subunit 1
ctdsp1	GeneID:100380164	XB-GENE-984307	CTD small phosphatase 1
ctdsp2	GeneID:448497	XB-GENE-951111	CTD small phosphatase 2
ctdspl	GeneID:100487887	XB-GENE-1013061	CTD small phosphatase like
ctdspl2	GeneID:493278	XB-GENE-950101	CTD small phosphatase like 2
ctf1	GeneID:100145164	XB-GENE-1008825	cardiotrophin 1
ctgfl	GeneID:100488117	XB-GENE-483970	connective tissue growth factor-like
cth	GeneID:394634	XB-GENE-5784449	cystathionine gamma-lyase
cthrc1	GeneID:548356	XB-GENE-980161	collagen triple helix repeat containing 1
ctif	GeneID:779787	XB-GENE-5882041	CBP80/20-dependent translation initiation factor
ctla4	GeneID:100493714	XB-GENE-483036	cytotoxic T-lymphocyte associated protein 4
ctnna1	GeneID:100493479	XB-GENE-479599	catenin alpha 1
ctnna2	GeneID:100037860	XB-GENE-5955201	catenin alpha 2
ctnnal1	GeneID:100125045	XB-GENE-5815188	catenin alpha-like 1
ctnnb1	GeneID:549712	XB-GENE-487200	catenin beta 1
ctnnbip1	GeneID:493465	XB-GENE-486352	catenin beta interacting protein 1
ctnnbl1	GeneID:394960	XB-GENE-5936231	catenin beta like 1
ctnnd1	GeneID:100101665	XB-GENE-919827	catenin delta 1
ctnnd2	GeneID:100127641	XB-GENE-5888637	catenin delta 2
ctns	GeneID:780074	XB-GENE-1006266	cystinosin, lysosomal cystine transporter
ctps1	GeneID:100379698	XB-GENE-957432	CTP synthase 1
ctps2	GeneID:100145472	XB-GENE-991292	CTP synthase 2
ctr9	GeneID:448648	XB-GENE-5946075	CTR9 homolog, Paf1/RNA polymerase II complex component
ctrb1	GeneID:394984	XB-GENE-977509	chymotrypsinogen B1
ctrb2	GeneID:496968	XB-GENE-1002990	chymotrypsinogen B2
ctrc	GeneID:493439	XB-GENE-5790348	chymotrypsin C
ctrl	GeneID:548358	XB-GENE-5876074	chymotrypsin-like
ctsa	GeneID:734066	XB-GENE-1014668	cathepsin A
ctsb	GeneID:394833	XB-GENE-1000505	cathepsin B
ctsc	GeneID:407938	XB-GENE-940480	cathepsin C
ctsd	GeneID:394561	XB-GENE-5906945	cathepsin D
ctse	GeneID:100145572	XB-GENE-947864	cathepsin E
ctsf	GeneID:100127591	XB-GENE-5876529	cathepsin F
ctsg	GeneID:100135369	XB-GENE-5953471	cathepsin G
ctsh	GeneID:496748	XB-GENE-5820392	cathepsin H
ctsk	GeneID:779889	XB-GENE-5876967	cathepsin K
ctsl	GeneID:548464	XB-GENE-5907229	cathepsin L
ctss	GeneID:448203	XB-GENE-953011	cathepsin S
ctss.2	GeneID:496647	NA	NameIsNotAvailable
ctsv	GeneID:448179	XB-GENE-966214	cathepsin V
ctsw	GeneID:733785	XB-GENE-963153	cathepsin W
ctsz	GeneID:100127597	XB-GENE-959211	cathepsin Z
cttn	GeneID:100038122	XB-GENE-492434	cortactin
cttnbp2	GeneID:100127854	XB-GENE-985979	cortactin binding protein 2
cttnbp2nl	GeneID:100494535	XB-GENE-6042500	CTTNBP2 N-terminal like
ctu1	GeneID:548460	XB-GENE-5872210	cytosolic thiouridylase subunit 1
ctu2	GeneID:548371	XB-GENE-5732028	cytosolic thiouridylase subunit 2
ctxn1	GeneID:101730655	XB-GENE-993970	cortexin 1
ctxn3	GeneID:100216131	XB-GENE-5811089	cortexin 3
ctxnd1	GeneID:105948305	NA	cortexin domain containing 1
cubn	GeneID:100125884	XB-GENE-957007	cubilin
cuedc1	GeneID:548971	XB-GENE-993591	CUE domain containing 1
cuedc2	GeneID:100145279	XB-GENE-1015746	CUE domain containing 2
cul1	GeneID:734121	XB-GENE-945766	cullin 1
cul2	GeneID:100492608	XB-GENE-960931	cullin 2
cul3	GeneID:548729	XB-GENE-974982	cullin 3
cul4a	GeneID:548647	XB-GENE-1014775	cullin 4A
cul4b	GeneID:100151714	XB-GENE-963628	cullin 4B
cul5	GeneID:780297	XB-GENE-484069	cullin 5
cul9	GeneID:100145662	XB-GENE-877136	cullin 9
cupin1	GeneID:100485773	XB-GENE-5953481	cupin superfamily member 1
cuta	GeneID:100038113	XB-GENE-490846	cutA divalent cation tolerance homolog
cutc	GeneID:496655	XB-GENE-1005045	cutC copper transporter
cux1	GeneID:100488175	XB-GENE-853070	cut like homeobox 1
cux2	GeneID:100038096	XB-GENE-487236	cut like homeobox 2
cuzd1	GeneID:100485179	XB-GENE-990667	CUB and zona pellucida-like domains 1
cwc15	GeneID:779647	XB-GENE-987018	CWC15 spliceosome-associated protein
cwc22	GeneID:100490867	XB-GENE-1010539	CWC22 homolog, spliceosome-associated protein
cwc25	GeneID:100145020	XB-GENE-5894948	CWC25 spliceosome-associated protein homolog
cwc27	GeneID:100145114	XB-GENE-942796	CWC27 spliceosome-associated protein
cwf19l1	GeneID:100487964	XB-GENE-995269	CWF19 like cell cycle control factor 1
cwf19l2	GeneID:733944	XB-GENE-985900	CWF19 like cell cycle control factor 2
cx38	GeneID:100170463	XB-GENE-22062678	connexin 38
cxadr	GeneID:496497	XB-GENE-922483	CXADR, Ig-like cell adhesion molecule
cxc8b.1	GeneID:101730379	XB-GENE-23659673	C-X-C motif chemokine ligand 8b gene 1
cxcl10	GeneID:100490277	XB-GENE-22065250	C-X-C motif chemokine ligand 10
cxcl11	GeneID:100490785	XB-GENE-22065255	C-X-C motif chemokine ligand 11
cxcl12	GeneID:548481	XB-GENE-919853	C-X-C motif chemokine ligand 12
cxcl13	GeneID:116408310	NA	NameIsNotAvailable
cxcl14	GeneID:100125115	XB-GENE-944199	chemokine (C-X-C motif) ligand 14
cxcl2	GeneID:100498017	XB-GENE-479577	C-X-C motif chemokine ligand 2
cxcl8	GeneID:100498551	XB-GENE-6257608	C-X-C motif chemokine ligand 8a gene 1
cxcl8a.2	GeneID:100498389	XB-GENE-23659678	C-X-C motif chemokine ligand 8a gene 2
cxcl8b.2	GeneID:100498234	XB-GENE-5945947	C-X-C motif chemokine ligand 8b gene 2
cxcl9	GeneID:100490108	XB-GENE-22065260	C-X-C motif chemokine ligand 9
cxcr2	GeneID:101732165	XB-GENE-22068325	C-X-C motif chemokine receptor 2
cxcr3	GeneID:496477	XB-GENE-5819824	chemokine (C-X-C motif) receptor 3
cxcr4	GeneID:100038176	XB-GENE-489917	C-X-C motif chemokine receptor 4
cxcr5	GeneID:100495113	XB-GENE-492233	C-X-C motif chemokine receptor 5
cxcr6	GeneID:100491379	XB-GENE-964706	chemokine (C-X-C motif) receptor 6
cxxc1	GeneID:613066	XB-GENE-5910691	CXXC finger protein 1
cxxc4	GeneID:779646	XB-GENE-479477	CXXC finger protein 4
cyb561	GeneID:448092	XB-GENE-955821	cytochrome b561
cyb561d1	GeneID:101734093	XB-GENE-22068331	cytochrome b561 family member D1
cyb561d2	GeneID:496973	XB-GENE-854864	cytochrome b561 family member D2
cyb5a	GeneID:548733	XB-GENE-959302	cytochrome b5 type A (microsomal)
cyb5b	GeneID:496418	XB-GENE-1016087	cytochrome b5 type B (outer mitochondrial membrane)
cyb5d1	GeneID:780076	XB-GENE-5897831	cytochrome b5 domain containing 1
cyb5d2	GeneID:548908	XB-GENE-981419	cytochrome b5 domain containing 2
cyb5r1	GeneID:100488016	XB-GENE-946788	cytochrome b5 reductase 1
cyb5r2	GeneID:595026	XB-GENE-1006041	cytochrome b5 reductase 2
cyb5r3	GeneID:100170571	XB-GENE-962418	cytochrome b5 reductase 3
cyb5r4	GeneID:549510	XB-GENE-984179	cytochrome b5 reductase 4
cyba	GeneID:549234	XB-GENE-959415	cytochrome b-245 alpha polypeptide
cybb	GeneID:595081	XB-GENE-978453	cytochrome b-245, beta polypeptide
cybc1	GeneID:780298	XB-GENE-977743	cytochrome b-245 chaperone 1
cyc1	GeneID:394843	XB-GENE-6455900	cytochrome c-1
cycs	GeneID:394490	XB-GENE-971588	cytochrome c, somatic
cyct	GeneID:493538	XB-GENE-5931974	cytochrome c, testis
cyfip1	GeneID:101734874	XB-GENE-1194389	cytoplasmic FMR1 interacting protein 1
cyfip2	GeneID:100126215	XB-GENE-922699	cytoplasmic FMR1 interacting protein 2
cygb	GeneID:448640	XB-GENE-987724	cytoglobin
cyld	GeneID:100144739	XB-GENE-1032935	CYLD lysine 63 deubiquitinase
cyp11a1	GeneID:100495360	XB-GENE-960779	cytochrome P450 family 11 subfamily A member 1
cyp17a1	GeneID:100145650	XB-GENE-1006797	cytochrome P450 family 17 subfamily A member 1
cyp19a1	GeneID:100036594	XB-GENE-953895	cytochrome P450 family 19 subfamily A member 1
cyp1a1	GeneID:100037911	XB-GENE-990173	cytochrome P450 family 1 subfamily A member 1
cyp1b1	GeneID:100490477	XB-GENE-951460	cytochrome P450 family 1 subfamily B member 1
cyp1c1	GeneID:100496802	NA	cytochrome P450 family 1 subfamily C polypeptide 1
cyp1d1	GeneID:100145341	XB-GENE-5831291	cytochrome P450 family 1 subfamily D polypeptide 1
cyp20a1	GeneID:733965	XB-GENE-988532	cytochrome P450 family 20 subfamily A member 1
cyp21a2.1	GeneID:100489813	XB-GENE-480647	cytochrome P450 family 21 subfamily A member 2, gene 1
cyp24a1	GeneID:100497429	XB-GENE-479201	cytochrome P450 family 24 subfamily A member 1
cyp26a1	GeneID:548901	XB-GENE-855583	cytochrome P450 family 26 subfamily A member 1
cyp26b1	GeneID:780112	XB-GENE-991500	cytochrome P450 family 26 subfamily B member 1
cyp26c1	GeneID:100489980	XB-GENE-1219115	cytochrome P450 family 26 subfamily C member 1
cyp27a1.3	GeneID:594905	XB-GENE-18386061	NameIsNotAvailable
cyp27b1	GeneID:448754	XB-GENE-942527	cytochrome P450 family 27 subfamily B member 1
cyp27c1	GeneID:496805	XB-GENE-6257635	cytochrome P450 family 27 subfamily C member 1
cyp2a13l	GeneID:448207	XB-GENE-5892286	cytochrome P450 family 2 subfamily A member 13 like
cyp2a6.1	GeneID:100145695	XB-GENE-5903934	cytochrome P450 family 2 subfamily A member 6 gene 1
cyp2a6.10	GeneID:100496861	XB-GENE-22064173	cytochrome P450 family 2 subfamily A member 6 gene 10 [provisional]
cyp2a6.11	GeneID:116406635	XB-GENE-22064353	cytochrome P450 family 2 subfamily A member 6 gene 11 [provisional]
cyp2a6.12	GeneID:116406636	XB-GENE-22064221	cytochrome P450 family 2 subfamily A member 6 gene 12
cyp2a6.13	GeneID:116406634	XB-GENE-956774	cytochrome P450 family 2 subfamily A member 6 gene 13 [provisional]
cyp2a6.2	GeneID:100127628	XB-GENE-5892300	cytochrome P450 family 2 subfamily a member 6 gene 2
cyp2a6.3	GeneID:100497184	XB-GENE-5903984	cytochrome P450 family 2 subfamily A member 6 gene 3 [provisional]
cyp2a6.4	GeneID:100486002	XB-GENE-22064357	cytochrome P450 family 2 subfamily A member 6 gene 4 [provisional]
cyp2a6.5	GeneID:101730237	XB-GENE-22064360	cytochrome P450 family 2 subfamily A member 6 gene 5 [provisional]
cyp2a6.6	GeneID:100170416	XB-GENE-5960546	cytochrome P450 family 2 subfamily A member 6 gene 6 [provisional]
cyp2a6.7	GeneID:548374	XB-GENE-5764740	cytochrome P450 family 2 subfamily A member 6 gene 7 [provisional]
cyp2a6.8	GeneID:496408	XB-GENE-5806705	cytochrome P450 family 2 subfamily A member 6 gene 8 [provisional]
cyp2a6.9	GeneID:496407	XB-GENE-1007450	cytochrome P450 family 2 subfamily A member 6 gene 9 [provisional]
cyp2b6	GeneID:100124967	XB-GENE-5779150	cytochrome P450 family 2 subfamily B member 6
cyp2c19	GeneID:100494598	XB-GENE-6042531	cytochrome P450 family 2 subfamily C member 19
cyp2c37	GeneID:548377	NA	cytochrome P450, family 2. subfamily c, polypeptide 37
cyp2c8.1	GeneID:100491837	XB-GENE-5831571	cytochrome P450, family 2, subfamily C, polypeptide 8, gene 1
cyp2c8.2	GeneID:448236	XB-GENE-5852312	cytochrome P450, family 2, subfamily C, polypeptide 8, gene 2
cyp2c8l	GeneID:100127852	XB-GENE-5820979	cytochrome P450 family 2 subfamily C member 8 like
cyp2d6	GeneID:548436	XB-GENE-855872	cytochrome P450 family 2 subfamily D member 6
cyp2e1	GeneID:100144933	XB-GENE-5768835	cytochrome P450 family 2 subfamily E member 1
cyp2e1.2	GeneID:101731204	XB-GENE-6040025	cytochrome P450 family 2 subfamily E member 1 gene 2
cyp2f1	GeneID:733530	XB-GENE-5735695	cytochrome P450 family 2 subfamily F member 1
cyp2g1p	GeneID:100497657	XB-GENE-12564014	cytochrome P450 family 2 subfamily G member 1
cyp2j2	GeneID:100492305	XB-GENE-6032723	cytochrome P450 family 2 subfamily J member 2
cyp2r1	GeneID:100127674	XB-GENE-1013989	cytochrome P450 family 2 subfamily R member 1
cyp2u1	GeneID:100127656	XB-GENE-1007290	cytochrome P450 family 2 subfamily U member 1
cyp2w1	GeneID:100494410	XB-GENE-995949	cytochrome P450 family 2 subfamily W member 1
cyp39a1	GeneID:100486848	XB-GENE-945546	cytochrome P450 family 39 subfamily A member 1
cyp3a4.1	GeneID:100494419	XB-GENE-984218	cytochrome P450 family 3 subfamily A member 4, gene 1
cyp3a4.2	GeneID:548503	XB-GENE-971750	cytochrome P450 family 3 subfamily A member 4, gene 2
cyp3a5	GeneID:100037874	XB-GENE-5821575	cytochrome P450 family 3 subfamily A member 5
cyp46a1.1	GeneID:613111	XB-GENE-22069537	cytochrome P450 family 46 subfamily A member 1, gene 1
cyp46a1.2	GeneID:780005	XB-GENE-5802444	cytochrome P450 family 46 subfamily A member 1, gene 2
cyp46a1.3	GeneID:613109	XB-GENE-969052	cytochrome P450 family 46 subfamily A member 1, gene 3
cyp4b1	GeneID:100145080	XB-GENE-5924259	cytochrome P450, family 4, subfamily B, polypeptide 1
cyp4b1.2	GeneID:550102	XB-GENE-963387	cytochrome P450 family 4 subfamily B member 1
cyp4b1.3	GeneID:100487918	XB-GENE-980014	cytochrome P450 family 4 subfamily B member 1 gene 3
cyp4b1.4	GeneID:100488078	XB-GENE-23659628	cytochrome P450 family 4 subfamily B member 1 gene 4
cyp4b1.5	GeneID:100488227	XB-GENE-5810927	cytochrome P450 family 4 subfamily B member 1 gene 5
cyp4b1.6	GeneID:100488386	XB-GENE-5864180	cytochrome P450 family 4 subfamily B member 1 gene 6
cyp4f2	GeneID:548774	XB-GENE-6258041	cytochrome P450 family 4 subfamily F member 2
cyp4f22	GeneID:548527	XB-GENE-5889578	cytochrome P450 family 4 subfamily F member 22
cyp4v2.1	GeneID:100485929	XB-GENE-22069503	cytochrome P450 family 4 subfamily V member 2, gene 1
cyp4v2.2	GeneID:780124	XB-GENE-977085	cytochrome P450 family 4 subfamily V member 2, gene 2
cyp51a1	GeneID:548948	XB-GENE-985396	cytochrome P450 family 51 subfamily A member 1
cyp7a1	GeneID:100488670	XB-GENE-485170	cytochrome P450 family 7 subfamily A member 1
cyp7b1	GeneID:100145642	XB-GENE-5896977	cytochrome P450 family 7 subfamily B member 1
cyp8b1.1	GeneID:100488168	XB-GENE-1007348	cytochrome P450 family 8 subfamily B member 1, gene 1
cyp8b1.2	GeneID:100488015	XB-GENE-22069544	cytochrome P450 family 8 subfamily B member 1, gene 2
cyren	GeneID:100489485	XB-GENE-5721987	cell cycle regulator of NHEJ
cyria	GeneID:549592	XB-GENE-854180	CYFIP related Rac1 interactor A
cyrib	GeneID:448066	XB-GENE-1013479	CYFIP related Rac1 interactor B
cysltr1	GeneID:100497435	XB-GENE-1012699	cysteinyl leukotriene receptor 1
cysrt1	GeneID:116406560	NA	cysteine rich tail 1
cystm1	GeneID:549193	XB-GENE-5727646	cysteine-rich transmembrane module containing 1
cyth1	GeneID:100379752	XB-GENE-986107	cytohesin 1
cyth2	GeneID:448569	XB-GENE-5834088	cytohesin 2
cyth3	GeneID:780343	XB-GENE-941327	cytohesin 3
cyth4	GeneID:100485819	XB-GENE-984788	cytohesin 4
cytip	GeneID:100487714	XB-GENE-1000173	cytohesin 1 interacting protein
cytl1	GeneID:100494235	XB-GENE-992522	cytokine like 1
cyyr1	GeneID:549247	XB-GENE-854805	cysteine and tyrosine-rich 1
czib	GeneID:100497300	XB-GENE-5847259	CXXC motif containing zinc binding protein
d2hgdh	GeneID:100379761	XB-GENE-988655	D-2-hydroxyglutarate dehydrogenase
daam1	GeneID:100125016	XB-GENE-983772	dishevelled associated activator of morphogenesis 1
daam2	GeneID:101731433	NA	NameIsNotAvailable
dab1	GeneID:100135079	XB-GENE-1010388	Dab, reelin signal transducer, homolog 1
dab2	GeneID:100485591	XB-GENE-992286	Dab, mitogen-responsive phosphoprotein, homolog 2
dab2ip	GeneID:100145038	XB-GENE-955266	DAB2 interacting protein
dach1	GeneID:779442	XB-GENE-980849	dachshund family transcription factor 1
dach2	GeneID:100101662	XB-GENE-876613	dachshund family transcription factor 2
dact1	GeneID:493325	XB-GENE-478639	dishevelled-binding antagonist of beta-catenin 1
dact3	GeneID:100489837	XB-GENE-22068343	dishevelled binding antagonist of beta catenin 3
dact4	GeneID:100170590	XB-GENE-22041728	dishevelled binding antagonist of beta catenin 4
dad1	GeneID:549694	XB-GENE-922821	defender against cell death 1
dag1	GeneID:549272	XB-GENE-1015769	dystroglycan 1
dagla	GeneID:100498478	XB-GENE-6037909	diacylglycerol lipase, alpha
daglb	GeneID:100486166	XB-GENE-1010527	diacylglycerol lipase, beta
dalrd3	GeneID:100127660	XB-GENE-5768740	DALR anticodon binding domain containing 3
dand5	GeneID:733727	XB-GENE-480809	DAN domain family member 5, BMP antagonist
dao	GeneID:100036595	XB-GENE-976198	D-amino-acid oxidase
dap	GeneID:549918	XB-GENE-5819680	death-associated protein
dap3	GeneID:548756	XB-GENE-997724	death associated protein 3
dapk1	GeneID:100144678	XB-GENE-1011852	death associated protein kinase 1
dapk2	GeneID:100145135	XB-GENE-960784	death-associated protein kinase 2
dapk3	GeneID:549766	XB-GENE-969752	death-associated protein kinase 3
dapp1	GeneID:548440	XB-GENE-482064	dual adaptor of phosphotyrosine and 3-phosphoinositides
darmin	GeneID:394903	XB-GENE-481839	darmin
dars1	GeneID:394926	XB-GENE-951509	aspartyl-tRNA synthetase 1
dars2	GeneID:100145033	XB-GENE-979933	aspartyl-tRNA synthetase 2, mitochondrial
daw1	GeneID:394975	XB-GENE-5802528	dynein assembly factor with WDR repeat domains 1
daxx	GeneID:100038126	XB-GENE-492953	death-associated protein 6
dazap1	GeneID:448406	XB-GENE-856469	DAZ associated protein 1
dazap2	GeneID:394961	XB-GENE-856567	DAZ associated protein 2
dazl	GeneID:394676	XB-GENE-1006218	deleted in azoospermia-like
dbf4	GeneID:733748	XB-GENE-972991	DBF4 zinc finger
dbf4b	GeneID:100379975	XB-GENE-5829758	DBF4 zinc finger B
dbh	GeneID:100492247	XB-GENE-959495	dopamine beta-hydroxylase (dopamine beta-monooxygenase)
dbi	GeneID:394469	XB-GENE-6453954	diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein)
dbn1	GeneID:733967	XB-GENE-961393	drebrin 1
dbndd1	GeneID:100486728	XB-GENE-983679	dysbindin (dystrobrevin binding protein 1) domain containing 1
dbnl	GeneID:100038136	XB-GENE-494566	drebrin like
dbp	GeneID:100494503	XB-GENE-5995286	D site of albumin promoter (albumin D-box) binding protein
dbr1	GeneID:394544	XB-GENE-5851881	debranching RNA lariats 1
dbt	GeneID:549717	XB-GENE-965456	dihydrolipoamide branched chain transacylase E2
dbx1	GeneID:100495433	XB-GENE-480177	developing brain homeobox 1
dbx2	GeneID:100489622	XB-GENE-481734	developing brain homeobox 2
dcaf1	GeneID:100495749	XB-GENE-6050928	DDB1 and CUL4 associated factor 1
dcaf10	GeneID:548459	XB-GENE-967155	DDB1 and CUL4 associated factor 10
dcaf11	GeneID:448206	XB-GENE-946322	DDB1 and CUL4 associated factor 11
dcaf12	GeneID:394594	XB-GENE-1008710	DDB1 and CUL4 associated factor 12
dcaf13	GeneID:407967	XB-GENE-5791289	DDB1 and CUL4 associated factor 13
dcaf15	GeneID:733491	XB-GENE-969387	DDB1 and CUL4 associated factor 15
dcaf17	GeneID:100496376	XB-GENE-6043873	DDB1 and CUL4 associated factor 17
dcaf4	GeneID:100488467	XB-GENE-989101	DDB1 and CUL4 associated factor 4
dcaf5	GeneID:100497059	XB-GENE-1002936	DDB1 and CUL4 associated factor 5
dcaf6	GeneID:733780	XB-GENE-5738809	DDB1 and CUL4 associated factor 6
dcaf7	GeneID:394701	XB-GENE-973762	DDB1 and CUL4 associated factor 7
dcaf8	GeneID:549364	XB-GENE-989771	DDB1 and CUL4 associated factor 8
dcakd	GeneID:100124804	XB-GENE-1003179	dephospho-CoA kinase domain containing
dcbld1	GeneID:448154	XB-GENE-5944208	discoidin, CUB and LCCL domain containing 1
dcbld2	GeneID:100493409	XB-GENE-958816	discoidin, CUB and LCCL domain containing 2
dcc	GeneID:100486082	XB-GENE-852874	DCC netrin 1 receptor
dcdc2	GeneID:100493004	XB-GENE-1013018	doublecortin domain containing 2
dcdc2b	GeneID:100496860	XB-GENE-5892141	doublecortin domain containing 2B
dchs1	GeneID:100494036	XB-GENE-6049397	dachsous cadherin-related 1
dchs2	GeneID:100485624	XB-GENE-6048959	dachsous cadherin-related 2
dck.1	GeneID:594934	XB-GENE-956567	deoxycytidine kinase, gene 1
dck.2	GeneID:549546	XB-GENE-5727742	deoxycytidine kinase, gene 2
dclk1	GeneID:733926	XB-GENE-960590	doublecortin like kinase 1
